symbol,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
VRSK,2021-06-30,2021-08-03,1.17,1.33,-0.16,-12.0301,post-market
VRSK,2021-03-31,2021-05-04,1.23,1.25,-0.02,-1.6,post-market
VRTX,2023-12-31,2024-03-11,3.92,3.83,0.09,2.3499,post-market
VRTX,2023-09-30,2023-11-06,4.08,3.97,0.11,2.7708,post-market
VRTX,2023-06-30,2023-08-01,3.89,3.88,0.01,0.2577,post-market
VRTX,2023-03-31,2023-05-01,3.05,3,0.05,1.6667,post-market
VRTX,2022-12-31,2023-02-07,3.76,3.51,0.25,7.1225,post-market
VRTX,2022-09-30,2022-10-27,4.01,3.64,0.37,10.1648,post-market
VRTX,2022-06-30,2022-08-04,3.6,3.48,0.12,3.4483,post-market
VRTX,2022-03-31,2022-05-05,3.52,3.49,0.03,0.8596,post-market
VRTX,2021-12-31,2022-01-26,3.37,3.3,0.07,2.1212,post-market
VRTX,2021-09-30,2021-11-02,3.56,3.08,0.48,15.5844,post-market
VRTX,2021-06-30,2021-07-29,3.11,2.51,0.6,23.9044,post-market
VRTX,2021-03-31,2021-04-29,2.98,2.69,0.29,10.7807,post-market
WBA,2023-11-30,2024-01-04,0.66,0.61,0.05,8.1967,pre-market
WBA,2023-08-31,2023-10-12,0.67,0.69,-0.02,-2.8986,pre-market
WBA,2023-05-31,2023-06-27,1,1.07,-0.07,-6.5421,pre-market
WBA,2023-02-28,2023-03-28,1.16,1.1,0.06,5.4545,pre-market
WBA,2022-11-30,2023-01-05,1.16,1.14,0.02,1.7544,pre-market
WBA,2022-08-31,2022-10-13,0.8,0.77,0.03,3.8961,pre-market
WBA,2022-05-31,2022-06-30,0.96,0.92,0.04,4.3478,pre-market
WBA,2022-02-28,2022-03-31,1.59,1.4,0.19,13.5714,pre-market
WBA,2021-11-30,2022-01-06,1.68,1.33,0.35,26.3158,pre-market
WBA,2021-08-31,2021-10-14,1.17,1.02,0.15,14.7059,pre-market
WBA,2021-05-31,2021-07-01,1.38,1.17,0.21,17.9487,pre-market
WBA,2021-02-28,2021-03-31,1.26,1.11,0.15,13.5135,pre-market
WBD,2023-12-31,2024-03-04,-0.16,-0.07,-0.09,-128.5714,post-market
WBD,2023-09-30,2023-11-08,-0.17,-0.06,-0.11,-183.3333,post-market
WBD,2023-06-30,2023-08-03,-0.49,-0.38,-0.11,-28.9474,pre-market
WBD,2023-03-31,2023-05-05,-0.44,0.01,-0.45,-4500,pre-market
WBD,2022-12-31,2023-02-23,-0.86,-0.21,-0.65,-309.5238,post-market
WBD,2022-09-30,2022-11-03,-0.95,-0.21,-0.74,-352.381,post-market
WBD,2022-06-30,2022-08-04,0.82,0.02,0.8,4000,post-market
WBD,2022-03-31,2022-04-26,0.69,0.04,0.65,1625,pre-market
WBD,2021-12-31,2022-02-24,0.08,0.83,-0.75,-90.3614,pre-market
WBD,2021-09-30,2021-11-03,0.24,0.41,-0.17,-41.4634,pre-market
WBD,2021-06-30,2021-08-03,0.89,0.86,0.03,3.4884,pre-market
WBD,2021-03-31,2021-04-28,0.53,0.65,-0.12,-18.4615,pre-market
WDAY,2023-10-31,2023-11-28,1.53,1.41,0.12,8.5106,post-market
WDAY,2023-07-31,2023-08-24,1.43,1.26,0.17,13.4921,post-market
WDAY,2023-04-30,2023-05-25,1.31,1.12,0.19,16.9643,post-market
WDAY,2023-01-31,2023-02-27,0.99,0.91,0.08,8.7912,post-market
WDAY,2022-10-31,2022-11-29,0.99,0.84,0.15,17.8571,post-market
WDAY,2022-07-31,2022-08-25,0.83,0.8,0.03,3.75,post-market
WDAY,2022-04-30,2022-05-26,0.83,0.86,-0.03,-3.4884,post-market
WDAY,2022-01-31,2022-02-28,0.78,0.71,0.07,9.8592,post-market
WDAY,2021-10-31,2021-11-18,1.1,0.86,0.24,27.907,post-market
WDAY,2021-07-31,2021-08-26,1.23,0.78,0.45,57.6923,post-market
WDAY,2021-04-30,2021-05-26,0.87,0.73,0.14,19.1781,post-market
WDAY,2021-01-31,2021-02-25,0.73,0.55,0.18,32.7273,post-market
XEL,2023-12-31,2024-01-25,0.87,0.85,0.02,2.3529,pre-market
XEL,2023-09-30,2023-10-27,1.23,1.27,-0.04,-3.1496,pre-market
XEL,2023-06-30,2023-07-27,0.52,0.57,-0.05,-8.7719,pre-market
XEL,2023-03-31,2023-04-27,0.76,0.74,0.02,2.7027,pre-market
XEL,2022-12-31,2023-01-26,0.69,0.68,0.01,1.4706,pre-market
XEL,2022-09-30,2022-10-27,1.18,1.22,-0.04,-3.2787,pre-market
XEL,2022-06-30,2022-07-28,0.6,0.6,0,0,pre-market
XEL,2022-03-31,2022-04-28,0.7,0.68,0.02,2.9412,pre-market
XEL,2021-12-31,2022-01-27,0.58,0.58,0,0,pre-market
XEL,2021-09-30,2021-10-28,1.13,1.18,-0.05,-4.2373,pre-market
XEL,2021-06-30,2021-07-29,0.58,0.56,0.02,3.5714,pre-market
XEL,2021-03-31,2021-04-29,0.67,0.61,0.06,9.8361,pre-market
ZS,2023-10-31,2023-11-27,0.67,0.49,0.18,36.7347,post-market
ZS,2023-07-31,2023-09-05,0.64,0.49,0.15,30.6122,post-market
ZS,2023-04-30,2023-06-01,0.48,0.42,0.06,14.2857,post-market
ZS,2023-01-31,2023-03-02,0.37,0.29,0.08,27.5862,post-market
ZS,2022-10-31,2022-12-01,0.29,0.26,0.03,11.5385,post-market
ZS,2022-07-31,2022-09-08,0.25,0.2,0.05,25,post-market
ZS,2022-04-30,2022-05-26,0.17,0.11,0.06,54.5455,post-market
ZS,2022-01-31,2022-02-24,0.13,0.11,0.02,18.1818,post-market
ZS,2021-10-31,2021-11-30,0.14,0.12,0.02,16.6667,post-market
ZS,2021-07-31,2021-09-09,0.14,0.09,0.05,55.5556,post-market
ZS,2021-04-30,2021-05-25,0.15,0.07,0.08,114.2857,post-market
ZS,2021-01-31,2021-02-25,0.1,0.08,0.02,25,post-market
